Start Time,End Time,Text
3639.0000000000005,3641.48,All right.
3641.48,3644.2000000000003,So the difference here is what I'm iterating over.
3644.2000000000003,3647.4,"In the previous example, as soon as Python saw range, length,"
3647.4,3650.6000000000004,"whatever, it made this predefined sequence of values"
3650.6000000000004,3652.36,it needed to iterate over.
3652.36,3654.5200000000004,But here it doesn't do that because it's
3654.5200000000004,3656.28,iterating over my object l.
3656.28,3658.6000000000004,There's no predefined sequence to create.
3658.6000000000004,3661.84,It's supposed to iterate over l directly.
3661.84,3665.1200000000003,So that's the difference between these two.
3665.1200000000003,3667.32,"So now I'm going to show you, before I"
3667.32,3670.0,"do the last trick example involving concatenation,"
3670.0,3672.6400000000003,"I wanted to mention one thing, which is there"
3672.6400000000003,3674.8,"was a question earlier, how do we actually"
3674.8,3677.56,add more than one item to the end of our list?
3677.56,3681.0,And we do that using this extend operation.
3681.0,3684.6800000000003,"And this extend operation is kind of like a pinned,"
3684.6800000000003,3689.2400000000002,but we are going to add all of the elements of some list
3689.2400000000002,3693.28,as the parameter to the end of our list l.
3693.28,3697.7200000000003,"So in effect, we're mutating l to be extended by all the elements"
3697.7200000000003,3700.92,in some underscore list.
3700.92,3702.32,So here's an example.
3702.32,3704.7200000000003,"First, let's do concatenation just to remind ourselves"
3704.7200000000003,3705.28,what it does.
3705.28,3707.4,So l1 is 213 in memory.
3707.4,3709.44,l2 is 456 in memory.
3709.44,3712.6400000000003,l3 is going to be l1 concatenated with l2.
3712.6400000000003,3714.96,"Pretty straightforward, it's concatenation."
3714.96,3717.96,"So Python creates for me a new object, which"
3717.96,3721.4,is all the objects in l1 and l2 put together
3721.4,3725.08,as this completely new object bound to the name l3.
3725.08,3729.68,"So l1 and l2 remain unchanged, no problems there."
3729.68,3736.0,"But the extend is going to mutate, notice a dot notation"
3736.0,3737.96,format of extend.
3737.96,3740.52,It's going to mutate l1 to be extended
3740.52,3743.52,by all the elements in this list.
3743.52,3747.88,So it's going to add a 0 and a 6 to the end of l1.
3747.88,3749.2400000000002,So here it is.
3749.2400000000002,3754.76,I've got l1 mutated to be 213 and then 0 and then 6.
3754.76,3757.32,"So just to bring the point home, the thing we're extending"
3757.32,3763.2400000000002,by is all of the elements of this list in the parameter.
3763.2400000000002,3766.4,"So in this particular case, l2 dot extend"
3766.4,3770.6,will be extended by how many elements?
3770.6,3771.7200000000003,2 or 4?
3771.7200000000003,3777.92,"Yeah, I see 2."
3777.92,3778.5200000000004,Exactly.
3778.5200000000004,3779.96,It'll be extended by two elements.
3779.96,3783.0400000000004,"At the top level, this list has two elements in it,"
3783.0400000000004,3785.4800000000005,a list and then another list.
3785.4800000000005,3790.32,"So this command here will extend l2 by these two elements,"
3790.32,3795.0800000000004,"specifically, 1 comma 2 as a list and 3 comma 4 as a list."
3795.0800000000004,3796.88,But these are individual objects.
3796.88,3798.8,They're single objects that are lists.
3798.8,3801.6400000000003,They happen to have a bunch of elements as part of the list.
3801.64,3804.44,But they are two objects.
3804.44,3805.24,Yeah.
3805.24,3818.2,"When we extended by 0 comma 6, there's no brackets"
3818.2,3820.18,because we're extending it by the elements
3820.18,3821.8799999999997,of this top level list.
3821.8799999999997,3824.24,So it's two integers.
3824.24,3826.6,"And here, we're extending it by the elements"
3826.6,3831.3199999999997,"of this top level list, since the outermost parentheses,"
3831.32,3834.6800000000003,"which are actually, they are lists, right?"
3834.6800000000003,3835.6400000000003,"So in this, yeah."
3840.6400000000003,3842.6800000000003,OK.
3842.6800000000003,3844.04,So that introduces extend.
3844.04,3846.52,"We're not actually going to use extend for this particular example,"
3846.52,3847.92,but I did want to mention it.
3847.92,3850.92,"In this example, we're going to use the plus the concatenation"
3850.92,3859.56,operator to create for us this new object and bind it to l again.
3859.56,3862.48,So let's see what this is going to do.
3862.48,3865.2,"First, I'm going to actually tell you the answer."
3865.2,3867.36,And then we'll do the memory diagram again
3867.36,3868.36,to bring the point home.
3868.36,3874.64,"So this loop will, again, loop through all the elements in l."
3874.64,3879.52,"Originally, it's 1, 2, 3, 4 in a list."
3879.52,3884.0,So what is the actual loop going to do?
3884.0,3888.44,"It's going to take whatever's in l, double it."
3888.44,3891.12,"So originally, l is 1, 2, 3, 4."
3891.12,3892.8,The first time through the loop is going
3892.8,3897.36,"to create a new object, which is just l, 1, 2, 3, 4, doubled."
3897.36,3900.2400000000002,I've concatenated l with itself.
3900.2400000000002,3904.76,"And then I'm going to save it in my new, as this new object,"
3904.76,3908.7200000000003,with the name l again.
3908.7200000000003,3911.2000000000003,That's the first time through the loop.
3911.2000000000003,3917.08,"Second time through the loop, I'm going to take whatever l was"
3917.08,3919.68,"before, sorry, not mutated, but whatever l was before."
3919.68,3925.92,"So it's 1, 2, 3, 4, 1, 2, 3, 4, double that and save it"
3925.92,3929.52,under the name l. Second time through the loop.
3929.52,3931.56,"Now, third time through the loop, I'm"
3931.56,3934.12,going to take whatever l is right now.
3934.12,3940.24,"So these two rows of 1, 2, 3, 4, 1, 2, 3, 4, double that"
3940.24,3944.3199999999997,and save it under the name l.
3944.36,3947.2000000000003,"And then the last time through the loop,"
3947.2000000000003,3950.0,"I'm going to take whatever l was before,"
3950.0,3955.28,"so these four rows of 1, 2, 3, 4, 1, 2, 3, 4, double those"
3955.28,3957.44,and save that as the new l.
3957.44,3958.76,And that's it.
3958.76,3966.1200000000003,This code does not go to infinity.
3966.1200000000003,3968.36,"Now, let's see why exactly that is."
3968.36,3970.88,So this will help.
3970.88,3974.04,"Originally, I've got l is 1, 2, 3, 4, right?"
3974.04,3976.68,So that's straightforward.
3976.68,3981.7599999999998,My loop variable E goes through each element in this object.
3981.7599999999998,3987.12,"So first, it's going to point to the 1, so far the same."
3987.12,3988.6,l equals l plus l.
3988.6,3991.64,Let's look at the right-hand side first.
3991.64,3994.52,This creates for me a new object.
3994.52,3996.8,"Remember, concatenation creates for me a new object."
3996.8,3998.84,It doesn't mutate anything.
3998.84,4003.04,"So in memory, I'm going to get 1, 2, 3, 4, 1, 2, 3, 4."
4003.04,4006.36,"I've doubled l, l with itself."
4006.36,4008.36,What is l equals going to do?
4012.24,4015.2,"Remember, we did a slide like this, very similar to this."
4015.2,4018.12,It's like when we reassigned the tuple.
4018.12,4020.88,The l equals will actually take the binding
4020.88,4025.08,from my original object and put it on the new object
4025.08,4028.24,"that I had just created, right?"
4028.24,4031.56,"Exactly that memory diagram with the tuple, right?"
4031.56,4034.88,"I happened to have the same name, but it's pointing"
4034.88,4036.08,to a new object.
4036.08,4037.08,Same here.
4037.08,4039.16,"I happened to have the same name, l,"
4039.16,4041.4,but it's now pointing this new object.
4041.4,4045.2799999999997,"The old object, this thing that I'm iterating over,"
4045.2799999999997,4048.2,I've lost the binding to it.
4048.2,4051.32,"And really, the only way I can even reference that old object"
4051.32,4053.32,"is through this E, because that E is still"
4053.32,4055.52,going to go through this old object elements.
4058.04,4060.56,"So that's the first time, yes, question."
4060.56,4066.7599999999998,Why does it not get about if you define it before you change it?
4066.7599999999998,4072.4,"Yes, you defined E to be the object in memory, not the name, l."
4072.4,4076.32,So E is bound to the object in memory that's this thing here.
4076.32,4078.84,That's why it was so important to separate ourselves
4078.84,4082.2799999999997,from the object in memory versus the name we give an object.
4082.2799999999997,4085.7599999999998,Because that name can change to a bunch of other stuff.
4085.7599999999998,4089.2,"But the object itself remains in memory, right?"
4089.2000000000003,4092.0400000000004,So then this becomes pretty straightforward.
4092.0400000000004,4094.5600000000004,"If you understand that piece, right?"
4094.5600000000004,4095.92,"The first time through the loop, I've"
4095.92,4098.320000000001,got l assigned to this new object here.
4098.320000000001,4101.320000000001,I've lost the binding to my original list
4101.320000000001,4102.8,that I'm iterating over.
4102.8,4105.280000000001,"So when I print l, I print this."
4105.280000000001,4112.72,"Next time, E increases to the next element in my sequence."
4112.72,4114.76,l will double what it currently is.
4114.76,4116.6,So it's currently this thing here.
4116.6,4119.280000000001,It's going to double to that.
4119.280000000001,4121.68,"And I'm going to lose the binding from the original,"
4121.68,4123.88,"or not the original, but this thing that I had just"
4123.88,4129.6,bound it to to bind it to the next object that I had just created.
4129.6,4131.52,And then that's the second time through the loop.
4131.52,4132.88,It looks like this.
4132.88,4136.88,"Third time through the loop, E increments by 1,"
4136.88,4139.200000000001,to the next value in my sequence.
4139.200000000001,4140.6,I'm going to take l plus l.
4140.6,4146.08,So double that previous data object.
4146.08,4150.36,"Take the binding from that previous object to the new one,"
4150.36,4154.4,increment E by 1 more.
4154.4,4157.76,And this will be the last time E is going to change.
4157.76,4161.16,Because after this E will have gone through all the elements
4161.16,4162.12,in its sequence.
4162.12,4164.92,It's gone through the end of that list.
4164.92,4167.72,"So the last time through the loop, I've doubled that l."
4167.72,4169.6,"And I've lost the binding from the previous one,"
4169.6,4171.36,"made it to the new one, and then that's it."
4171.36,4171.88,It's done.
4176.68,4178.04,Questions?
4178.04,4179.36,Is it straightforward?
4179.36,4181.5599999999995,Does the picture help?
4181.5599999999995,4182.16,All that?
4182.16,4184.76,OK.
4184.76,4185.76,OK.
4185.76,4187.2,One more thing I want to mention.
4187.2,4188.68,And this is kind of a preview of what
4188.68,4191.36,we're going to do next time.
4191.36,4195.48,One very useful operation that you might want to do
4195.48,4198.28,is to take a list and remove all of its elements.
4198.28,4200.5599999999995,"But not, yeah, go ahead."
4200.5599999999995,4200.96,Sorry.
4201.08,4202.88,Is it clockwise key?
4202.88,4206.16,Because usually it stops with one last one.
4206.16,4208.92,"Oh, here it's, that's in range."
4208.92,4211.32,So here it's just iterating through all the elements
4211.32,4212.4800000000005,"in the sequence, right?"
4212.4800000000005,4215.68,Going to every one of them.
4215.68,4217.68,So one useful operation we might want to do
4217.68,4219.4,"is to remove all the elements in the list,"
4219.4,4224.12,"but not, sorry, but by mutating the list."
4224.12,4227.72,So we want to keep our original list object.
4227.72,4231.04,We just want to basically clear it out of all of its elements.
4231.04,4234.72,And so the command for that has a pretty nice name.
4234.72,4236.360000000001,It's called clear.
4236.360000000001,4239.320000000001,"So if you want to take a list L and clear it,"
4239.320000000001,4245.04,"so to remove all the elements inside it, you say L dot clear."
4245.04,4251.360000000001,And that mutates my original list L to be empty.
4251.360000000001,4255.84,So one thing that might help with this mutation lecture
4255.84,4257.64,"and figuring out which object is which,"
4257.64,4259.4400000000005,"and whether you've created a new object or not,"
4259.4400000000005,4262.28,"is to figure out, is to ask, how do I"
4262.28,4265.88,know that this object is the object that I'm mutating?
4265.88,4267.4400000000005,"And to do that, we're actually going"
4267.4400000000005,4270.360000000001,to use this function called ID.
4270.360000000001,4274.04,And ID lets us kind of get the memory location
4274.04,4279.64,"or memory object, or the ID of the object itself in memory."
4279.64,4285.64,So the code on the left is code that takes in a list L.
4285.64,4289.72,"We get its ID to see what is this object in memory,"
4289.72,4292.08,"what's its number, append an 8 to it."
4292.08,4294.92,We're going to see that the ID of this
4294.92,4297.84,"is going to be the same as the ID of this,"
4297.84,4301.0,because we're mutating L. We're not changing it.
4301.0,4303.240000000001,We're not creating a new object.
4303.240000000001,4306.56,"And then lastly, we're going to clear it and check the ID again."
4306.56,4308.76,And you're going to see that the ID is exactly the same
4308.76,4311.12,in all of these different cases.
4311.12,4315.4400000000005,So I'm doing this in the console just to show you real quick.
4315.4400000000005,4320.000000000001,"So here I have 4, 5, 6 as my L. Here's L, 4, 5, 6."
4320.000000000001,4324.320000000001,The ID of it is this number here.
4324.320000000001,4329.120000000001,"We could just look at the last three digits or whatever, 808."
4329.120000000001,4334.400000000001,Let's append an item to the end of our list.
4334.400000000001,4337.320000000001,L mutated to contain that item.
4337.320000000001,4341.160000000001,The ID of L remains the same and is an 808.
4341.160000000001,4343.200000000001,It's the exact same object in memory.
4343.200000000001,4345.360000000001,We've mutated it.
4345.36,4351.24,"L.clear, L, empty list."
4351.24,4353.4,I've removed all the elements of L.
4353.4,4355.5199999999995,And the ID of L will show me that it's
4355.5199999999995,4357.16,the exact same object.
4357.16,4362.04,I'm just mutating this same object in memory.
4362.04,4367.08,"Let's do that again, except in the new version,"
4367.08,4371.16,"instead of using L.clear, I will say L is equal to the empty list."
4371.16,4375.5599999999995,And this is also a really common mistake to me.
4375.5599999999995,4378.28,"So here I have L is 4, 5, 6."
4378.28,4380.96,"Again, this is my L. Let's get the ID of L."
4380.96,4384.88,"It's going to be a new one, because I've reassigned L to this new list."
4384.88,4388.2,So this one ends in 312.
4388.2,4391.8,"Again, let's do an append just for fun."
4391.8,4398.04,The ID of L is going to be again 312.
4398.04,4400.5199999999995,"But now, if I say L is equal to the empty list,"
4400.52,4402.56,this is exactly the same as the situations
4402.56,4406.92,we've seen before with the 2-pole and with the tricky example number 3.
4406.92,4410.320000000001,"When I say L is equal to the empty list, Python takes my name L"
4410.320000000001,4414.360000000001,and assigns it to this object that is the empty list.
4414.360000000001,4417.72,"My original object, 4, 5, 6, 8, is still in memory."
4417.72,4420.56,I've just lost the binding to it.
4420.56,4425.120000000001,So here's L. It's an empty list.
4425.120000000001,4428.6,But the ID of L is now going to be different.
4428.6,4432.88,"Originally, I was working with this list at ID 312."
4432.88,4435.320000000001,"But after I said L is equal to the empty list,"
4435.320000000001,4438.52,I've lost the binding from that old list
4438.52,4443.120000000001,and rebound my name L to this new empty list.
4443.120000000001,4449.4800000000005,"And you can see this using this ID, just pretty cool."
4449.4800000000005,4450.72,"OK, quick summary."
4450.72,4454.400000000001,So we saw lists and 2-poles as a way for us
4454.400000000001,4456.4800000000005,to create these compound data structures that
4456.4800000000005,4459.52,can contain any kind of object as their elements.
4459.52,4460.56,2-poles are immutable.
4460.56,4464.040000000001,"So for things that don't change, they're"
4464.040000000001,4467.56,"very useful, like country, latitude, longitude."
4467.56,4469.000000000001,Those things won't change.
4469.000000000001,4471.92,Or the word that appears on a page number
4471.92,4475.52,and a line number or something like that.
4475.52,4477.400000000001,Lists are immutable objects.
4477.400000000001,4481.200000000001,So you use them in situations where you need that dynamic aspect.
4481.200000000001,4483.56,"So if you want to maintain a list of employees,"
4483.56,4485.52,"you want to maintain a list of students,"
4485.52,4488.120000000001,list of grocery items or things in your fridge.
4488.120000000001,4490.76,Those are really good situations where you'd want a list
4490.76,4492.4400000000005,because things are constantly changing.
4492.4400000000005,4495.240000000001,You don't want to make copies of everything all the time
4495.240000000001,4499.4400000000005,because it becomes very inefficient to do so.
4499.4400000000005,4503.360000000001,"So next lecture, we will continue with tricky examples."
4503.360000000001,4505.200000000001,And we'll also have a quiz.
4505.200000000001,4507.56,"Remember, quizzes are now on Monday."
